order_id,store_id,region,order_datetime,promised_ready_datetime,actual_ready_datetime,pickup_datetime,items_ordered,items_fulfilled,substitution_count,is_complete,order_value
ORD-20250360,GS-01,North,2026-01-06 14:37:00,2026-01-06 16:37:00,2026-01-06 16:52:00,2026-01-06 17:54:00,15,15,0,True,175.44
ORD-20257246,GS-12,West,2026-01-06 14:53:00,2026-01-06 15:53:00,2026-01-06 16:12:00,2026-01-06 17:14:00,5,4,0,False,51.66
ORD-20258382,GS-06,Central,2026-01-06 15:03:00,2026-01-06 16:33:00,2026-01-06 16:38:00,2026-01-06 16:43:00,12,11,0,False,177.77
ORD-20250598,GS-02,North,2026-01-06 16:00:00,2026-01-06 18:00:00,2026-01-06 18:11:00,2026-01-06 19:08:00,12,11,0,False,163.32
ORD-20250263,GS-05,Central,2026-01-06 16:13:00,2026-01-06 18:13:00,2026-01-06 18:24:00,2026-01-06 18:34:00,5,5,0,True,29.71
ORD-20254469,GS-02,North,2026-01-06 16:15:00,2026-01-06 17:30:00,2026-01-06 17:34:00,2026-01-06 18:10:00,8,7,0,False,81.78
ORD-20257480,GS-07,South,2026-01-06 16:30:00,2026-01-06 17:45:00,2026-01-06 17:48:00,2026-01-06 18:23:00,3,3,0,True,24.99
ORD-20253111,GS-07,South,2026-01-06 16:34:00,2026-01-06 18:19:00,2026-01-06 18:19:00,2026-01-06 18:43:00,15,15,0,True,115.07
ORD-20253277,GS-07,South,2026-01-06 16:55:00,2026-01-06 18:55:00,2026-01-06 18:55:00,2026-01-06 19:58:00,15,15,0,True,226.35
ORD-20256972,GS-05,Central,2026-01-06 17:17:00,2026-01-06 18:32:00,2026-01-06 18:50:00,2026-01-06 19:11:00,25,23,0,False,148.04
ORD-20251771,GS-10,East,2026-01-06 17:21:00,2026-01-06 18:51:00,2026-01-06 19:07:00,2026-01-06 19:12:00,12,10,0,False,134.16
ORD-20253033,GS-09,South,2026-01-06 17:30:00,2026-01-06 18:45:00,2026-01-06 19:16:00,2026-01-06 19:39:00,15,15,0,True,115.12
ORD-20254276,GS-09,South,2026-01-06 17:45:00,2026-01-06 19:30:00,2026-01-06 20:32:00,2026-01-06 20:42:00,5,4,0,False,77.68
ORD-20251753,GS-05,Central,2026-01-06 18:08:00,2026-01-06 19:23:00,2026-01-06 19:32:00,2026-01-06 19:51:00,15,15,0,True,113.47
ORD-20252007,GS-03,North,2026-01-06 18:37:00,2026-01-06 20:07:00,2026-01-06 20:19:00,2026-01-06 21:32:00,5,5,0,True,79.09
ORD-20250561,GS-05,Central,2026-01-06 19:25:00,2026-01-06 21:10:00,2026-01-06 21:10:00,2026-01-06 21:30:00,8,7,0,False,96.14
ORD-20256628,GS-08,South,2026-01-06 20:17:00,2026-01-06 22:17:00,2026-01-06 22:29:00,2026-01-06 23:32:00,8,6,0,False,40.47
ORD-20258027,GS-07,South,2026-01-06 21:09:00,2026-01-06 22:39:00,2026-01-06 22:45:00,2026-01-06 23:49:00,5,4,0,False,31.17
ORD-20251242,GS-11,East,2026-01-06 21:45:00,2026-01-06 23:30:00,2026-01-06 23:35:00,2026-01-07 00:52:00,20,18,0,False,259.09
ORD-20256162,GS-05,Central,2026-01-06 23:45:00,2026-01-07 01:30:00,2026-01-07 01:30:00,2026-01-07 02:15:00,15,13,0,False,143.68
ORD-20253077,GS-07,South,2026-01-07 01:48:00,2026-01-07 03:48:00,2026-01-07 03:58:00,2026-01-07 04:41:00,15,11,0,False,197.02
ORD-20253790,GS-05,Central,2026-01-07 04:23:00,2026-01-07 06:23:00,2026-01-07 06:30:00,2026-01-07 07:21:00,30,27,1,False,517.87
ORD-20253677,GS-10,East,2026-01-07 05:24:00,2026-01-07 06:54:00,2026-01-07 07:09:00,2026-01-07 07:35:00,8,7,0,False,61.31
ORD-20252042,GS-09,South,2026-01-07 06:23:00,2026-01-07 08:08:00,2026-01-07 08:47:00,2026-01-07 08:52:00,5,5,0,True,72.8
ORD-20256823,GS-11,East,2026-01-07 07:26:00,2026-01-07 08:26:00,2026-01-07 08:31:00,2026-01-07 08:48:00,5,5,0,True,51.39
ORD-20257730,GS-10,East,2026-01-07 07:57:00,2026-01-07 08:57:00,2026-01-07 09:04:00,2026-01-07 09:09:00,8,8,0,True,52.08
ORD-20256125,GS-08,South,2026-01-07 08:00:00,2026-01-07 10:00:00,2026-01-07 10:12:00,2026-01-07 11:12:00,5,5,2,False,40.07
ORD-20250047,GS-03,North,2026-01-07 08:06:00,2026-01-07 10:06:00,2026-01-07 10:17:00,2026-01-07 11:08:00,20,18,0,False,115.38
ORD-20257769,GS-02,North,2026-01-07 08:07:00,2026-01-07 09:22:00,2026-01-07 09:26:00,2026-01-07 09:56:00,3,3,0,True,41.51
ORD-20250634,GS-09,South,2026-01-07 08:37:00,2026-01-07 10:07:00,2026-01-07 10:20:00,,15,14,0,False,102.07
ORD-20251950,GS-04,Central,2026-01-07 08:41:00,2026-01-07 09:41:00,2026-01-07 10:02:00,2026-01-07 10:19:00,3,3,0,True,29.04
ORD-20255369,GS-10,East,2026-01-07 09:26:00,2026-01-07 10:41:00,2026-01-07 11:06:00,2026-01-07 11:19:00,25,23,4,False,113.89
ORD-20254139,GS-08,South,2026-01-07 09:27:00,2026-01-07 11:12:00,2026-01-07 11:12:00,2026-01-07 12:05:00,15,13,0,False,180.44
ORD-20252990,GS-07,South,2026-01-07 09:35:00,2026-01-07 11:05:00,2026-01-07 11:05:00,2026-01-07 12:24:00,15,15,0,True,213.5
ORD-20258108,GS-10,East,2026-01-07 10:00:00,2026-01-07 11:00:00,2026-01-07 11:00:00,2026-01-07 11:44:00,12,10,0,False,177.31
ORD-20256695,GS-01,North,2026-01-07 10:18:00,2026-01-07 11:18:00,2026-01-07 11:18:00,2026-01-07 12:03:00,8,8,0,True,81.43
ORD-20256582,GS-12,West,2026-01-07 10:27:00,2026-01-07 11:57:00,2026-01-07 12:17:00,2026-01-07 12:22:00,15,14,0,False,238.76
ORD-20251031,GS-03,North,2026-01-07 10:40:00,2026-01-07 12:25:00,2026-01-07 12:28:00,2026-01-07 12:48:00,8,8,0,True,58.9
ORD-20254107,GS-03,North,2026-01-07 10:45:00,2026-01-07 12:00:00,2026-01-07 12:00:00,2026-01-07 12:27:00,12,12,0,True,166.98
ORD-20256736,GS-07,South,2026-01-07 11:12:00,2026-01-07 12:12:00,2026-01-07 12:16:00,2026-01-07 13:56:00,8,8,0,True,86.45
ORD-20254698,GS-06,Central,2026-01-07 11:25:00,2026-01-07 12:40:00,2026-01-07 12:45:00,2026-01-07 13:24:00,3,3,0,True,22.0
ORD-20250539,GS-07,South,2026-01-07 11:31:00,2026-01-07 13:31:00,2026-01-07 13:34:00,2026-01-07 14:15:00,5,5,2,False,23.43
ORD-20254309,GS-12,West,2026-01-07 11:33:00,2026-01-07 13:03:00,2026-01-07 13:11:00,2026-01-07 13:39:00,12,11,0,False,101.22
ORD-20255616,GS-12,West,2026-01-07 11:51:00,2026-01-07 13:21:00,2026-01-07 13:40:00,2026-01-07 14:10:00,5,5,0,True,28.26
ORD-20252089,GS-06,Central,2026-01-07 12:23:00,2026-01-07 13:38:00,2026-01-07 13:55:00,2026-01-07 14:00:00,5,4,0,False,27.28
ORD-20258055,GS-09,South,2026-01-07 12:29:00,2026-01-07 14:29:00,2026-01-07 14:36:00,,12,10,0,False,183.94
ORD-20253884,GS-10,East,2026-01-07 13:42:00,2026-01-07 14:42:00,2026-01-07 14:44:00,2026-01-07 16:01:00,12,11,0,False,212.78
ORD-20250163,GS-01,North,2026-01-07 14:29:00,2026-01-07 15:59:00,2026-01-07 16:12:00,2026-01-07 16:17:00,12,11,0,False,61.61
ORD-20256636,GS-05,Central,2026-01-07 14:41:00,2026-01-07 16:41:00,2026-01-07 16:44:00,2026-01-07 17:25:00,12,12,0,True,130.86
ORD-20255274,GS-09,South,2026-01-07 15:29:00,2026-01-07 17:14:00,2026-01-07 17:39:00,2026-01-07 18:22:00,20,18,0,False,257.82
ORD-20257240,GS-01,North,2026-01-07 15:34:00,2026-01-07 16:49:00,2026-01-07 16:53:00,,8,8,0,True,63.38
ORD-20251210,GS-07,South,2026-01-07 15:40:00,2026-01-07 17:25:00,2026-01-07 17:36:00,2026-01-07 17:41:00,25,25,0,True,329.21
ORD-20253533,GS-02,North,2026-01-07 16:03:00,2026-01-07 17:33:00,2026-01-07 17:35:00,2026-01-07 18:16:00,12,11,0,False,90.75
ORD-20254434,GS-09,South,2026-01-07 16:07:00,2026-01-07 17:22:00,2026-01-07 17:36:00,2026-01-07 18:02:00,12,10,0,False,125.63
ORD-20255082,GS-04,Central,2026-01-07 17:08:00,2026-01-07 19:08:00,2026-01-07 19:52:00,2026-01-07 20:41:00,8,7,0,False,103.39
ORD-20257677,GS-03,North,2026-01-07 17:30:00,2026-01-07 18:45:00,2026-01-07 18:56:00,2026-01-07 19:11:00,8,8,1,False,105.99
ORD-20255882,GS-02,North,2026-01-07 17:39:00,2026-01-07 19:39:00,2026-01-07 19:51:00,2026-01-07 20:45:00,15,12,0,False,182.86
ORD-20254136,GS-10,East,2026-01-07 17:43:00,2026-01-07 18:58:00,2026-01-07 19:00:00,2026-01-07 19:25:00,8,7,0,False,64.69
ORD-20254715,GS-07,South,2026-01-07 17:44:00,2026-01-07 19:29:00,2026-01-07 19:32:00,2026-01-07 19:52:00,8,8,0,True,44.02
ORD-20252553,GS-08,South,2026-01-07 17:52:00,2026-01-07 19:52:00,2026-01-07 20:09:00,2026-01-07 20:54:00,8,8,0,True,93.85
ORD-20254072,GS-06,Central,2026-01-07 18:37:00,2026-01-07 19:52:00,2026-01-07 20:05:00,2026-01-07 20:36:00,12,12,0,True,202.49
ORD-20251743,GS-06,Central,2026-01-07 18:37:00,2026-01-07 19:52:00,2026-01-07 20:01:00,2026-01-07 20:24:00,5,5,0,True,67.88
ORD-20253297,GS-01,North,2026-01-07 18:44:00,2026-01-07 19:59:00,2026-01-07 20:02:00,2026-01-07 20:07:00,12,10,0,False,162.1
ORD-20256409,GS-02,North,2026-01-07 18:49:00,2026-01-07 20:19:00,2026-01-07 20:20:00,2026-01-07 20:41:00,12,11,0,False,171.54
ORD-20252784,GS-12,West,2026-01-07 20:27:00,2026-01-07 21:27:00,2026-01-07 21:27:00,2026-01-07 23:16:00,8,8,0,True,36.56
ORD-20253709,GS-07,South,2026-01-07 20:46:00,2026-01-07 21:46:00,2026-01-07 21:51:00,2026-01-07 22:24:00,5,5,0,True,81.56
ORD-20254810,GS-05,Central,2026-01-07 20:50:00,2026-01-07 22:20:00,2026-01-07 22:34:00,2026-01-07 23:21:00,12,11,0,False,88.51
ORD-20257876,GS-12,West,2026-01-07 21:09:00,2026-01-07 22:09:00,2026-01-07 22:14:00,2026-01-07 22:19:00,5,4,0,False,83.52
ORD-20255300,GS-06,Central,2026-01-07 21:15:00,2026-01-07 22:15:00,2026-01-07 22:15:00,2026-01-07 23:38:00,8,7,0,False,107.16
ORD-20250018,GS-12,West,2026-01-07 21:48:00,2026-01-07 23:03:00,2026-01-07 23:15:00,2026-01-07 23:29:00,20,18,3,False,308.19
ORD-20250193,GS-12,West,2026-01-08 02:17:00,2026-01-08 03:47:00,2026-01-08 03:54:00,2026-01-08 03:59:00,15,13,0,False,167.91
ORD-20251646,GS-03,North,2026-01-08 02:42:00,2026-01-08 04:42:00,2026-01-08 04:44:00,2026-01-08 05:34:00,8,8,0,True,72.9
ORD-20255910,GS-06,Central,2026-01-08 03:00:00,2026-01-08 04:00:00,2026-01-08 04:20:00,2026-01-08 04:25:00,8,6,0,False,120.65
ORD-20257388,GS-04,Central,2026-01-08 05:31:00,2026-01-08 06:31:00,2026-01-08 06:53:00,2026-01-08 07:50:00,20,17,0,False,241.2
ORD-20258366,GS-04,Central,2026-01-08 07:31:00,2026-01-08 09:31:00,2026-01-08 09:36:00,,12,9,0,False,112.53
ORD-20255690,GS-11,East,2026-01-08 08:29:00,2026-01-08 10:14:00,2026-01-08 10:24:00,2026-01-08 10:32:00,15,13,0,False,102.31
ORD-20258432,GS-12,West,2026-01-08 09:05:00,2026-01-08 10:50:00,2026-01-08 10:53:00,2026-01-08 11:43:00,8,7,3,False,136.86
ORD-20257446,GS-12,West,2026-01-08 09:07:00,2026-01-08 10:07:00,2026-01-08 10:07:00,2026-01-08 10:23:00,5,5,0,True,45.19
ORD-20253531,GS-12,West,2026-01-08 09:25:00,2026-01-08 10:55:00,2026-01-08 10:55:00,2026-01-08 11:00:00,8,7,0,False,124.85
ORD-20251766,GS-06,Central,2026-01-08 09:36:00,2026-01-08 11:06:00,2026-01-08 11:11:00,2026-01-08 12:19:00,8,7,0,False,126.06
ORD-20250384,GS-02,North,2026-01-08 09:45:00,2026-01-08 11:00:00,2026-01-08 11:12:00,2026-01-08 12:10:00,20,20,0,True,140.04
ORD-20256113,GS-10,East,2026-01-08 09:46:00,2026-01-08 11:46:00,2026-01-08 11:47:00,2026-01-08 12:03:00,15,13,0,False,103.88
ORD-20250719,GS-10,East,2026-01-08 09:47:00,2026-01-08 11:02:00,2026-01-08 11:02:00,2026-01-08 12:10:00,8,8,0,True,127.92
ORD-20254265,GS-08,South,2026-01-08 09:52:00,2026-01-08 10:52:00,2026-01-08 11:05:00,2026-01-08 11:20:00,12,11,0,False,165.33
ORD-20251982,GS-12,West,2026-01-08 10:16:00,2026-01-08 12:01:00,2026-01-08 12:07:00,2026-01-08 12:44:00,3,3,0,True,38.29
ORD-20251735,GS-09,South,2026-01-08 10:34:00,2026-01-08 12:34:00,2026-01-08 12:46:00,2026-01-08 13:30:00,5,4,0,False,35.07
ORD-20252645,GS-06,Central,2026-01-08 10:59:00,2026-01-08 12:59:00,2026-01-08 12:59:00,2026-01-08 13:35:00,5,5,0,True,57.19
ORD-20257004,GS-02,North,2026-01-08 11:00:00,2026-01-08 12:00:00,2026-01-08 12:08:00,2026-01-08 12:19:00,12,11,0,False,124.92
ORD-20253796,GS-11,East,2026-01-08 11:32:00,2026-01-08 13:02:00,2026-01-08 13:04:00,2026-01-08 14:10:00,5,5,0,True,62.66
ORD-20251190,GS-02,North,2026-01-08 11:48:00,2026-01-08 13:33:00,2026-01-08 13:34:00,2026-01-08 14:42:00,5,4,0,False,87.84
ORD-20256463,GS-10,East,2026-01-08 12:03:00,2026-01-08 13:03:00,2026-01-08 13:10:00,2026-01-08 14:20:00,15,15,0,True,69.25
ORD-20251653,GS-12,West,2026-01-08 13:10:00,2026-01-08 14:25:00,2026-01-08 14:25:00,2026-01-08 14:55:00,25,23,0,False,360.91
ORD-20252523,GS-03,North,2026-01-08 13:20:00,2026-01-08 14:50:00,2026-01-08 14:59:00,2026-01-08 15:14:00,15,15,0,True,157.67
ORD-20252244,GS-05,Central,2026-01-08 14:32:00,2026-01-08 16:17:00,2026-01-08 16:31:00,2026-01-08 17:04:00,12,12,0,True,161.94
ORD-20252304,GS-11,East,2026-01-08 15:00:00,2026-01-08 16:30:00,2026-01-08 16:44:00,2026-01-08 17:16:00,15,13,2,False,72.49
ORD-20253181,GS-08,South,2026-01-08 16:09:00,2026-01-08 18:09:00,2026-01-08 18:09:00,2026-01-08 19:20:00,8,7,0,False,55.86
ORD-20254387,GS-08,South,2026-01-08 17:36:00,2026-01-08 19:06:00,2026-01-08 19:16:00,2026-01-08 20:28:00,8,8,0,True,114.5
ORD-20257754,GS-11,East,2026-01-08 17:51:00,2026-01-08 19:36:00,2026-01-08 20:05:00,,0,8,0,True,62.62
ORD-20254003,GS-11,East,2026-01-08 18:04:00,2026-01-08 19:19:00,2026-01-08 19:25:00,2026-01-08 19:39:00,12,11,0,False,83.84
ORD-20250592,GS-10,East,2026-01-08 18:05:00,2026-01-08 19:35:00,2026-01-08 19:39:00,2026-01-08 20:13:00,15,14,0,False,182.15
ORD-20255434,GS-12,West,2026-01-08 18:46:00,2026-01-08 20:46:00,2026-01-08 21:07:00,2026-01-08 22:11:00,12,12,0,True,60.21
ORD-20255294,GS-05,Central,2026-01-08 19:35:00,2026-01-08 21:35:00,2026-01-08 21:42:00,2026-01-08 21:55:00,12,10,0,False,204.19
ORD-20254572,GS-02,North,2026-01-08 19:40:00,2026-01-08 20:40:00,2026-01-08 20:41:00,2026-01-08 21:00:00,8,8,0,True,72.29
ORD-20254586,GS-06,Central,2026-01-08 20:14:00,2026-01-08 22:14:00,2026-01-08 22:34:00,2026-01-08 23:34:00,12,12,0,True,67.26
ORD-20255363,GS-09,South,2026-01-09 05:24:00,2026-01-09 06:24:00,2026-01-09 07:10:00,2026-01-09 08:21:00,15,12,0,False,117.03
ORD-20253486,GS-03,North,2026-01-09 06:10:00,2026-01-09 07:10:00,2026-01-09 07:25:00,,5,5,0,True,55.75
ORD-20257821,GS-01,North,2026-01-09 07:27:00,2026-01-09 08:42:00,2026-01-09 08:44:00,2026-01-09 09:06:00,20,19,1,False,347.72
ORD-20257670,GS-10,East,2026-01-09 09:41:00,2026-01-09 10:41:00,2026-01-09 10:51:00,2026-01-09 11:02:00,5,5,0,True,49.31
ORD-20254247,GS-09,South,2026-01-09 09:42:00,2026-01-09 10:42:00,2026-01-09 11:05:00,2026-01-09 11:28:00,12,10,0,False,60.52
ORD-20258283,GS-06,Central,2026-01-09 10:18:00,2026-01-09 11:48:00,2026-01-09 11:52:00,2026-01-09 12:33:00,20,17,0,False,258.29
ORD-20252208,GS-03,North,2026-01-09 11:01:00,2026-01-09 12:46:00,2026-01-09 12:48:00,2026-01-09 13:25:00,8,7,0,False,118.44
ORD-20251299,GS-06,Central,2026-01-09 11:11:00,2026-01-09 12:56:00,2026-01-09 12:58:00,2026-01-09 13:49:00,20,16,0,False,359.7
ORD-20250934,GS-11,East,2026-01-09 11:17:00,2026-01-09 12:17:00,2026-01-09 12:25:00,2026-01-09 13:17:00,8,6,0,False,36.98
ORD-20252132,GS-12,West,2026-01-09 12:00:00,2026-01-09 13:45:00,2026-01-09 14:03:00,2026-01-09 14:54:00,15,15,0,True,188.15
ORD-20255723,GS-12,West,2026-01-09 12:11:00,2026-01-09 13:26:00,2026-01-09 13:39:00,,12,11,0,False,157.89
ORD-20258462,GS-07,South,2026-01-09 12:16:00,2026-01-09 13:16:00,2026-01-09 13:22:00,2026-01-09 14:02:00,25,24,0,False,379.47
ORD-20255888,GS-10,East,2026-01-09 12:20:00,2026-01-09 14:05:00,2026-01-09 14:11:00,2026-01-09 14:48:00,5,5,0,True,82.97
ORD-20251028,GS-11,East,2026-01-09 12:35:00,2026-01-09 14:20:00,2026-01-09 14:39:00,2026-01-09 14:52:00,30,27,0,False,404.89
ORD-20254779,GS-04,Central,2026-01-09 12:43:00,2026-01-09 13:43:00,2026-01-09 14:13:00,2026-01-09 14:43:00,15,13,0,False,224.29
ORD-20252801,GS-08,South,2026-01-09 12:54:00,2026-01-09 13:54:00,2026-01-09 14:04:00,2026-01-09 14:51:00,25,21,0,False,408.0
ORD-20252356,GS-03,North,2026-01-09 13:01:00,2026-01-09 15:01:00,2026-01-09 15:01:00,2026-01-09 15:38:00,20,17,2,False,171.74
ORD-20250969,GS-11,East,2026-01-09 13:26:00,2026-01-09 14:41:00,2026-01-09 15:06:00,2026-01-09 15:37:00,3,3,0,True,28.17
ORD-20251834,GS-11,East,2026-01-09 13:39:00,2026-01-09 15:09:00,2026-01-09 15:20:00,2026-01-09 15:50:00,3,3,0,True,42.06
ORD-20255765,GS-07,South,2026-01-09 13:40:00,2026-01-09 14:55:00,2026-01-09 14:55:00,2026-01-09 15:00:00,20,20,0,True,147.62
ORD-20258324,GS-07,South,2026-01-09 13:58:00,2026-01-09 15:28:00,2026-01-09 15:28:00,2026-01-09 16:17:00,12,12,0,True,136.61
ORD-20257296,GS-05,Central,2026-01-09 13:58:00,2026-01-09 15:28:00,2026-01-09 15:47:00,,3,3,0,True,22.11
ORD-20256204,GS-02,North,2026-01-09 14:06:00,2026-01-09 15:21:00,2026-01-09 15:34:00,2026-01-09 16:04:00,25,23,0,False,157.98
ORD-20255219,GS-01,North,2026-01-09 14:14:00,2026-01-09 15:14:00,2026-01-09 15:26:00,2026-01-09 15:56:00,5,5,0,True,41.45
ORD-20258243,GS-12,West,2026-01-09 15:12:00,2026-01-09 16:27:00,2026-01-09 16:51:00,,15,14,0,False,87.11
ORD-20253067,GS-07,South,2026-01-09 15:39:00,2026-01-09 16:54:00,2026-01-09 16:54:00,2026-01-09 17:33:00,12,11,0,False,113.76
ORD-20257931,GS-06,Central,2026-01-09 15:53:00,2026-01-09 17:38:00,2026-01-09 17:48:00,2026-01-09 18:10:00,15,14,0,False,147.27
ORD-20255007,GS-11,East,2026-01-09 16:20:00,2026-01-09 17:50:00,2026-01-09 18:03:00,2026-01-09 18:08:00,5,5,0,True,73.51
ORD-20253566,GS-11,East,2026-01-09 16:43:00,2026-01-09 17:43:00,2026-01-09 17:43:00,2026-01-09 18:04:00,25,22,0,False,152.5
ORD-20257198,GS-04,Central,2026-01-09 16:48:00,2026-01-09 18:03:00,2026-01-09 18:19:00,2026-01-09 19:23:00,12,10,0,False,63.24
ORD-20251635,GS-07,South,2026-01-09 16:59:00,2026-01-09 18:14:00,2026-01-09 18:27:00,2026-01-09 19:01:00,12,11,0,False,57.66
ORD-20256157,GS-02,North,2026-01-09 17:00:00,2026-01-09 18:00:00,2026-01-09 18:08:00,,15,12,0,False,196.37
ORD-20250731,GS-02,North,2026-01-09 17:35:00,2026-01-09 19:20:00,2026-01-09 19:37:00,2026-01-09 20:23:00,3,3,0,True,23.72
ORD-20252776,GS-10,East,2026-01-09 17:38:00,2026-01-09 19:23:00,2026-01-09 19:28:00,2026-01-09 19:33:00,3,3,0,True,28.41
ORD-20253830,GS-04,Central,2026-01-09 17:59:00,2026-01-09 19:29:00,2026-01-09 19:47:00,2026-01-09 20:24:00,8,8,0,True,83.32
ORD-20250160,GS-09,South,2026-01-09 18:16:00,2026-01-09 20:01:00,2026-01-09 20:10:00,2026-01-09 21:03:00,5,4,0,False,40.88
ORD-20257140,GS-03,North,2026-01-09 18:24:00,2026-01-09 20:09:00,2026-01-09 20:10:00,2026-01-09 20:16:00,15,14,2,False,209.95
ORD-20255833,GS-11,East,2026-01-09 18:30:00,2026-01-09 19:30:00,2026-01-09 19:31:00,2026-01-09 20:14:00,8,8,0,True,41.34
ORD-20251616,GS-12,West,2026-01-09 18:39:00,2026-01-09 19:39:00,2026-01-09 20:07:00,2026-01-09 21:16:00,25,23,0,False,279.58
ORD-20255348,GS-04,Central,2026-01-09 18:51:00,2026-01-09 20:06:00,2026-01-09 20:24:00,2026-01-09 21:06:00,12,10,0,False,199.57
ORD-20251522,GS-02,North,2026-01-09 19:42:00,2026-01-09 21:12:00,2026-01-09 21:12:00,2026-01-09 21:18:00,8,7,0,False,108.51
ORD-20255177,GS-10,East,2026-01-09 19:56:00,2026-01-09 21:11:00,2026-01-09 21:26:00,2026-01-09 22:09:00,15,14,0,False,233.9
ORD-20250837,GS-01,North,2026-01-09 20:14:00,2026-01-09 21:29:00,2026-01-09 21:29:00,2026-01-09 21:34:00,12,12,2,False,81.15
ORD-20253316,GS-03,North,2026-01-09 20:52:00,2026-01-09 22:22:00,2026-01-09 22:22:00,2026-01-09 22:35:00,8,7,0,False,58.1
ORD-20256630,GS-12,West,2026-01-09 21:00:00,2026-01-09 22:30:00,2026-01-09 22:30:00,,12,11,0,False,153.79
ORD-20253924,GS-11,East,2026-01-09 22:51:00,2026-01-09 23:51:00,2026-01-10 00:02:00,2026-01-10 00:38:00,8,7,0,False,85.32
ORD-20253061,GS-07,South,2026-01-09 23:36:00,2026-01-10 01:21:00,2026-01-10 01:26:00,2026-01-10 02:01:00,12,12,0,True,134.04
ORD-20254250,GS-07,South,2026-01-10 00:51:00,2026-01-10 02:51:00,2026-01-10 02:59:00,2026-01-10 03:24:00,12,12,0,True,180.27
ORD-20254717,GS-07,South,2026-01-10 01:15:00,2026-01-10 02:30:00,2026-01-10 02:45:00,2026-01-10 03:12:00,8,7,0,False,74.19
ORD-20255701,GS-11,East,2026-01-10 03:24:00,2026-01-10 05:09:00,2026-01-10 05:13:00,2026-01-10 06:29:00,5,5,0,True,43.89
ORD-20253575,GS-11,East,2026-01-10 07:26:00,2026-01-10 09:26:00,2026-01-10 09:30:00,,30,29,0,False,301.02
ORD-20257949,GS-03,North,2026-01-10 07:57:00,2026-01-10 09:42:00,2026-01-10 09:46:00,,12,12,0,True,203.43
ORD-20257613,GS-01,North,2026-01-10 08:37:00,2026-01-10 10:07:00,2026-01-10 10:13:00,2026-01-10 10:24:00,20,19,0,False,97.36
ORD-20252494,GS-11,East,2026-01-10 09:52:00,2026-01-10 11:07:00,2026-01-10 11:07:00,2026-01-10 12:00:00,5,5,1,False,25.8
ORD-20255511,GS-01,North,2026-01-10 09:56:00,2026-01-10 11:11:00,2026-01-10 11:17:00,2026-01-10 11:43:00,8,7,0,False,41.29
ORD-20251668,GS-07,South,2026-01-10 10:02:00,2026-01-10 12:02:00,2026-01-10 12:09:00,2026-01-10 13:13:00,12,11,0,False,74.71
ORD-20252332,GS-10,East,2026-01-10 10:15:00,2026-01-10 11:30:00,2026-01-10 11:32:00,2026-01-10 12:47:00,8,8,0,True,56.0
ORD-20252343,GS-07,South,2026-01-10 10:18:00,2026-01-10 11:33:00,2026-01-10 11:43:00,2026-01-10 12:07:00,15,15,0,True,188.22
ORD-20250308,GS-12,West,2026-01-10 10:36:00,2026-01-10 12:36:00,2026-01-10 12:43:00,2026-01-10 14:08:00,3,3,0,True,16.93
ORD-20250493,GS-03,North,2026-01-10 10:56:00,2026-01-10 12:11:00,2026-01-10 12:11:00,,12,12,0,True,92.94
ORD-20254316,GS-08,South,2026-01-10 11:04:00,2026-01-10 12:34:00,2026-01-10 12:38:00,2026-01-10 12:43:00,8,8,0,True,130.02
ORD-20255552,GS-01,North,2026-01-10 11:37:00,2026-01-10 13:07:00,2026-01-10 13:16:00,2026-01-10 14:16:00,5,5,0,True,35.24
ORD-20257917,GS-06,Central,2026-01-10 11:51:00,2026-01-10 13:51:00,2026-01-10 14:10:00,2026-01-10 15:23:00,25,23,0,False,305.03
ORD-20252863,GS-08,South,2026-01-10 12:48:00,2026-01-10 14:48:00,2026-01-10 15:05:00,2026-01-10 15:10:00,8,7,0,False,113.27
ORD-20254027,GS-02,North,2026-01-10 13:13:00,2026-01-10 14:58:00,2026-01-10 15:01:00,2026-01-10 15:56:00,15,14,0,False,118.67
ORD-20252424,GS-02,North,2026-01-10 14:57:00,2026-01-10 16:57:00,2026-01-10 17:09:00,2026-01-10 18:29:00,12,12,2,False,73.88
ORD-20253879,GS-12,West,2026-01-10 15:07:00,2026-01-10 16:22:00,2026-01-10 16:26:00,2026-01-10 17:26:00,5,5,0,True,31.1
ORD-20255602,GS-05,Central,2026-01-10 15:16:00,2026-01-10 17:16:00,2026-01-10 17:25:00,2026-01-10 18:11:00,12,10,0,False,74.03
ORD-20250769,GS-03,North,2026-01-10 15:25:00,2026-01-10 16:40:00,2026-01-10 16:41:00,,5,5,2,False,59.42
ORD-20257093,GS-02,North,2026-01-10 16:04:00,2026-01-10 17:19:00,2026-01-10 17:29:00,2026-01-10 18:09:00,12,11,0,False,68.05
ORD-20253811,GS-05,Central,2026-01-10 16:24:00,2026-01-10 17:24:00,2026-01-10 17:24:00,2026-01-10 17:54:00,12,12,0,True,159.77
ORD-20254986,GS-02,North,2026-01-10 16:35:00,2026-01-10 18:20:00,2026-01-10 18:20:00,2026-01-10 19:20:00,15,13,0,False,235.71
ORD-20253860,GS-04,Central,2026-01-10 16:35:00,2026-01-10 18:05:00,2026-01-10 18:20:00,2026-01-10 18:59:00,25,19,0,False,362.84
ORD-20250558,GS-06,Central,2026-01-10 16:55:00,2026-01-10 18:25:00,2026-01-10 18:39:00,2026-01-10 19:03:00,5,4,0,False,22.63
